miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-24-1	hg38:chr9:95086064-95086084:+	1127	220.833170	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086085:+	713	139.710781	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086086:+	3451	676.215856	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086087:+	33	6.466277	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086064-95086088:+	4	0.783791	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086065-95086086:+	5	0.979739	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086065-95086087:+	2	0.391896	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086065-95086088:+	1	0.195948	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086084:+	1	0.195948	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086085:+	2	0.391896	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086086:+	6	1.175687	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086087:+	10	1.959478	N	mature,MIMAT0000080
hsa-mir-24-1	hg38:chr9:95086066-95086088:+	30	5.878434	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836288-13836309:-	13	2.547321	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836288-13836310:-	4	0.783791	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836288-13836311:-	36	7.054121	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836309:-	6	1.175687	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836310:-	4	0.783791	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836311:-	3633	711.878356	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836289-13836312:-	2	0.391896	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836290-13836311:-	727	142.454050	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836310:-	1	0.195948	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836311:-	1040	203.785711	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836291-13836312:-	2	0.391896	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836292-13836311:-	115	22.533997	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836292-13836312:-	1	0.195948	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836293-13836311:-	25	4.898695	N	mature,MIMAT0000080
hsa-mir-24-2	hg38:chr19:13836325-13836349:-	6	1.175687	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836326-13836349:-	5	0.979739	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836327-13836349:-	5	0.979739	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836328-13836349:-	3	0.587843	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836330-13836349:-	1	0.195948	N	mature,MIMAT0004497
hsa-mir-24-2	hg38:chr19:13836349-13836369:-	1	0.195948	N	precursor
hsa-mir-25	hg38:chr7:100093570-100093593:-	4	0.783791	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093591:-	7	1.371635	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093592:-	17	3.331113	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093571-100093593:-	14286	2799.310264	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093592:-	1	0.195948	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093593:-	1471	288.239213	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093572-100093594:-	1	0.195948	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093573-100093593:-	168	32.919230	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093574-100093593:-	3	0.587843	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093575-100093593:-	3	0.587843	N	mature,MIMAT0000081
hsa-mir-25	hg38:chr7:100093576-100093593:-	1	0.195948	N	mature,MIMAT0000081
hsa-mir-2681	hg38:chr13:101967665-101967687:-	1	0.195948	N	mature,MIMAT0013516
hsa-mir-2681	hg38:chr13:101967666-101967687:-	1	0.195948	N	mature,MIMAT0013516
hsa-mir-2681	hg38:chr13:101967704-101967725:-	6	1.175687	N	mature,MIMAT0013515
hsa-mir-2682	hg38:chr1:98045273-98045294:-	4	0.783791	N	mature,MIMAT0013518
hsa-mir-2682	hg38:chr1:98045306-98045327:-	2	0.391896	N	mature,MIMAT0013517
hsa-mir-2682	hg38:chr1:98045306-98045330:-	1	0.195948	N	mature,MIMAT0013517
hsa-mir-2682	hg38:chr1:98045307-98045330:-	12	2.351374	N	mature,MIMAT0013517
hsa-mir-2682	hg38:chr1:98045308-98045330:-	6	1.175687	N	mature,MIMAT0013517
hsa-mir-2682	hg38:chr1:98045310-98045330:-	1	0.195948	N	mature,MIMAT0013517
hsa-mir-2682	hg38:chr1:98045311-98045330:-	2	0.391896	N	mature,MIMAT0013517
hsa-mir-26a-1	hg38:chr3:37969413-37969430:+	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969431:+	17	3.331113	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969432:+	184	36.054395	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969433:+	1647	322.726026	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969434:+	635	124.426853	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969435:+	5695	1115.922718	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969436:+	67	13.128503	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969413-37969437:+	318	62.311400	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969414-37969434:+	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969414-37969435:+	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969414-37969436:+	2	0.391896	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969414-37969437:+	2	0.391896	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969417-37969433:+	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-1	hg38:chr3:37969452-37969474:+	2	0.391896	N	mature,MIMAT0004499
hsa-mir-26a-2	hg38:chr12:57824620-57824642:-	8	1.567582	N	mature,MIMAT0004681
hsa-mir-26a-2	hg38:chr12:57824622-57824645:-	3	0.587843	N	mature,MIMAT0004681
hsa-mir-26a-2	hg38:chr12:57824652-57824674:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824654-57824678:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824654-57824680:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824655-57824680:-	2	0.391896	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824679:-	9	1.763530	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824656-57824680:-	308	60.351922	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824657-57824680:-	41	8.033860	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824679:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824680:-	5646	1106.321276	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824658-57824681:-	3	0.587843	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824659-57824680:-	708	138.731042	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824659-57824681:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824660-57824676:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824660-57824679:-	1	0.195948	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824660-57824680:-	1583	310.185367	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824661-57824680:-	175	34.290865	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824662-57824680:-	18	3.527060	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824663-57824680:-	2	0.391896	N	mature,MIMAT0000082
hsa-mir-26a-2	hg38:chr12:57824680-57824700:-	1	0.195948	N	precursor
hsa-mir-26b	hg38:chr2:218402636-218402657:+	1	0.195948	N	precursor
hsa-mir-26b	hg38:chr2:218402637-218402657:+	2	0.391896	N	precursor
hsa-mir-26b	hg38:chr2:218402657-218402675:+	3	0.587843	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402676:+	12	2.351374	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402677:+	161	31.547596	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402678:+	585	114.629463	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402679:+	2212	433.436533	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402680:+	29	5.682486	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402657-218402681:+	1	0.195948	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402660-218402679:+	1	0.195948	N	mature,MIMAT0000083
hsa-mir-26b	hg38:chr2:218402691-218402713:+	1	0.195948	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402711:+	3	0.587843	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402712:+	2	0.391896	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402713:+	27	5.290591	N	mature,MIMAT0004500
hsa-mir-26b	hg38:chr2:218402692-218402714:+	16	3.135165	N	mature,MIMAT0004500
hsa-mir-27a	hg38:chr19:13836446-13836468:-	2	0.391896	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836447-13836468:-	578	113.257828	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836447-13836469:-	1	0.195948	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836448-13836468:-	397	77.791276	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836448-13836469:-	1	0.195948	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836449-13836468:-	14	2.743269	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836450-13836468:-	23	4.506799	Y	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836451-13836468:-	1	0.195948	N	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836451-13836469:-	1	0.195948	Y	mature,MIMAT0000084
hsa-mir-27a	hg38:chr19:13836487-13836508:-	1	0.195948	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836487-13836509:-	22	4.310852	N	mature,MIMAT0004501
hsa-mir-27a	hg38:chr19:13836509-13836529:-	3	0.587843	N	precursor
hsa-mir-27b	hg38:chr9:95085433-95085463:+	1	0.195948	N	precursor
hsa-mir-27b	hg38:chr9:95085440-95085463:+	2	0.391896	N	precursor
hsa-mir-27b	hg38:chr9:95085462-95085483:+	1	0.195948	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085462-95085485:+	23	4.506799	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085462-95085486:+	1	0.195948	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085483:+	2	0.391896	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085484:+	1	0.195948	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085485:+	46	9.013599	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085486:+	3	0.587843	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085487:+	6	1.175687	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085463-95085488:+	1	0.195948	N	mature,MIMAT0004588
hsa-mir-27b	hg38:chr9:95085486-95085505:+	1	0.195948	N	stemloop
hsa-mir-27b	hg38:chr9:95085504-95085522:+	1	0.195948	Y	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085524:+	6	1.175687	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085525:+	13	2.547321	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085526:+	97	19.006937	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085504-95085527:+	6	1.175687	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085523:+	23	4.506799	Y	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085524:+	218	42.716620	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085525:+	2574	504.369636	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085526:+	8874	1738.840773	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085527:+	1082	212.015519	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085505-95085528:+	2	0.391896	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085506-95085525:+	2	0.391896	N	mature,MIMAT0000419
hsa-mir-27b	hg38:chr9:95085506-95085526:+	3	0.587843	N	mature,MIMAT0000419
hsa-mir-28	hg38:chr3:188688793-188688815:+	2	0.391896	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688793-188688816:+	1	0.195948	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688813:+	1	0.195948	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688814:+	10	1.959478	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688815:+	185	36.250343	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688816:+	54	10.581181	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688794-188688817:+	4	0.783791	N	mature,MIMAT0000085
hsa-mir-28	hg38:chr3:188688833-188688855:+	2	0.391896	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688833-188688856:+	2	0.391896	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688854:+	18	3.527060	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688855:+	458	89.744092	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688856:+	2383	466.943606	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688834-188688857:+	332	65.054669	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688855:+	7	1.371635	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688856:+	31	6.074382	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688835-188688857:+	273	53.493749	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688856:+	3	0.587843	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688836-188688857:+	21	4.114904	N	mature,MIMAT0004502
hsa-mir-28	hg38:chr3:188688838-188688857:+	1	0.195948	N	mature,MIMAT0004502
hsa-mir-296	hg38:chr20:58817626-58817647:-	2	0.391896	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817626-58817648:-	1	0.195948	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817628-58817647:-	2	0.391896	N	mature,MIMAT0004679
hsa-mir-296	hg38:chr20:58817661-58817682:-	18	3.527060	N	mature,MIMAT0000690
hsa-mir-296	hg38:chr20:58817661-58817683:-	1	0.195948	N	mature,MIMAT0000690
hsa-mir-299	hg38:chr14:101023777-101023799:+	2	0.391896	N	precursor
hsa-mir-299	hg38:chr14:101023798-101023820:+	1	0.195948	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023799-101023818:+	1	0.195948	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023799-101023820:+	5	0.979739	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023799-101023821:+	37	7.250069	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023820:+	17	3.331113	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023821:+	55	10.777129	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023822:+	30	5.878434	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023831-101023852:+	3	0.587843	N	mature,MIMAT0000687
hsa-mir-299	hg38:chr14:101023831-101023853:+	2	0.391896	N	mature,MIMAT0000687
hsa-mir-299	hg38:chr14:101023832-101023852:+	6	1.175687	N	mature,MIMAT0000687
hsa-mir-299	hg38:chr14:101023832-101023853:+	12	2.351374	N	mature,MIMAT0000687
hsa-mir-299	hg38:chr14:101023832-101023854:+	32	6.270330	N	mature,MIMAT0000687
hsa-mir-29a	hg38:chr7:130876746-130876770:-	6	1.175687	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876770:-	909	178.116550	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876771:-	10	1.959478	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876770:-	18221	3570.364855	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876771:-	616	120.703844	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876768:-	3	0.587843	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876769:-	2	0.391896	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876770:-	72319	14170.748912	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876771:-	9694	1899.517968	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876772:-	1	0.195948	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876770:-	4072	797.899440	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876771:-	819	160.481248	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876770:-	2741	537.092918	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876771:-	495	96.994161	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876772:-	1	0.195948	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876770:-	69	13.520398	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876771:-	32	6.270330	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876770:-	10	1.959478	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876771:-	11	2.155426	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876754-130876770:-	1	0.195948	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876784-130876808:-	6	1.175687	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876785-130876806:-	3	0.587843	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876785-130876808:-	23	4.506799	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876786-130876806:-	2	0.391896	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876786-130876808:-	24	4.702747	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876787-130876808:-	5	0.979739	N	mature,MIMAT0004503
hsa-mir-29b-1	hg38:chr7:130877466-130877490:-	1	0.195948	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877488:-	2	0.391896	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877489:-	2	0.391896	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877490:-	5220	1022.847513	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877491:-	1	0.195948	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877490:-	649	127.170122	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877491:-	52	10.189286	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877490:-	418	81.906180	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877491:-	212	41.540933	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877490:-	379	74.264216	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877491:-	75	14.696085	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877490:-	311	60.939766	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877491:-	24	4.702747	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877472-130877490:-	10	1.959478	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877472-130877491:-	1	0.195948	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877473-130877490:-	5	0.979739	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877507-130877531:-	7	1.371635	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877530:-	2	0.391896	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877531:-	4	0.783791	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877509-130877531:-	2	0.391896	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877510-130877531:-	6	1.175687	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877531-130877550:-	1	0.195948	N	precursor
hsa-mir-29b-2	hg38:chr1:207802449-207802473:-	24	4.702747	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802468:-	2	0.391896	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802471:-	3	0.587843	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802472:-	2	0.391896	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802473:-	5358	1049.888310	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802471:-	1	0.195948	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802473:-	727	142.454050	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802474:-	56	10.973077	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802473:-	457	89.548144	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802474:-	221	43.304464	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802473:-	410	80.338598	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802474:-	83	16.263667	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802473:-	299	58.588392	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802474:-	21	4.114904	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802455-207802473:-	9	1.763530	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802456-207802473:-	3	0.587843	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802456-207802474:-	1	0.195948	Y	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802490-207802514:-	12	2.351374	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802513:-	21	4.114904	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802514:-	255	49.966689	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802515:-	20	3.918956	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802513:-	5	0.979739	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802514:-	143	28.020535	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802515:-	28	5.486538	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802493-207802514:-	7	1.371635	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802493-207802515:-	5	0.979739	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802494-207802514:-	3	0.587843	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802494-207802515:-	1	0.195948	N	mature,MIMAT0004515
hsa-mir-29c	hg38:chr1:207801864-207801887:-	92	18.027198	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801885:-	1	0.195948	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801887:-	5640	1105.145589	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801888:-	6	1.175687	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801885:-	1	0.195948	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801887:-	15819	3099.698240	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801888:-	84	16.459615	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801867-207801887:-	3237	634.283027	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801867-207801888:-	6	1.175687	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801868-207801887:-	3325	651.526433	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801868-207801888:-	17	3.331113	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801869-207801887:-	33	6.466277	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801870-207801887:-	3	0.587843	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801870-207801888:-	1	0.195948	Y	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801880-207801902:-	1	0.195948	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801900-207801923:-	45	8.817651	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801924:-	6	1.175687	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801925:-	3	0.587843	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801923:-	81	15.871772	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801924:-	4	0.783791	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801925:-	13	2.547321	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801923:-	1	0.195948	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801924:-	25	4.898695	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801925:-	32	6.270330	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801920:-	1	0.195948	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801923:-	2	0.391896	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801924:-	10	1.959478	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801925:-	44	8.621703	N	mature,MIMAT0004673
